year,area,age_group,professional_type,modality,n_consultations
2023,Lorca,50-54,Pediatrician,Remote,0
2023,Lorca,55-59,GP,Home,30
2023,Lorca,55-59,GP,Home,30
2023,Lorca,55-59,GP,In-person,27547
2023,Lorca,55-59,GP,In-person,40420
2023,Lorca,55-59,GP,Remote,5606
2023,Lorca,55-59,GP,Remote,7721
2023,Lorca,55-59,Nurse,Home,540
2023,Lorca,55-59,Nurse,Home,434
2023,Lorca,55-59,Nurse,In-person,12939
2023,Lorca,55-59,Nurse,In-person,13794
2023,Lorca,55-59,Nurse,Remote,274
2023,Lorca,55-59,Nurse,Remote,255
2023,Lorca,55-59,Pediatrician,Home,0
2023,Lorca,55-59,Pediatrician,In-person,0
2023,Lorca,55-59,Pediatrician,Remote,0
2023,Lorca,60-64,GP,Home,43
2023,Lorca,60-64,GP,Home,47
2023,Lorca,60-64,GP,In-person,27738
2023,Lorca,60-64,GP,In-person,37687
2023,Lorca,60-64,GP,Remote,5071
2023,Lorca,60-64,GP,Remote,6385
2023,Lorca,60-64,Nurse,Home,1103
2023,Lorca,60-64,Nurse,Home,451
2023,Lorca,60-64,Nurse,In-person,14414
2023,Lorca,60-64,Nurse,In-person,13978
2023,Lorca,60-64,Nurse,Remote,333
2023,Lorca,60-64,Nurse,Remote,295
2023,Lorca,60-64,Pediatrician,Home,0
2023,Lorca,60-64,Pediatrician,In-person,0
2023,Lorca,60-64,Pediatrician,Remote,0
2023,Lorca,65-69,GP,Home,42
2023,Lorca,65-69,GP,Home,42
2023,Lorca,65-69,GP,In-person,24767
2023,Lorca,65-69,GP,In-person,32467
2023,Lorca,65-69,GP,Remote,3587
2023,Lorca,65-69,GP,Remote,4804
2023,Lorca,65-69,Nurse,Home,800
2023,Lorca,65-69,Nurse,Home,646
2023,Lorca,65-69,Nurse,In-person,17206
2023,Lorca,65-69,Nurse,In-person,15806
2023,Lorca,65-69,Nurse,Remote,659
2023,Lorca,65-69,Nurse,Remote,597
2023,Lorca,65-69,Pediatrician,Home,0
2023,Lorca,65-69,Pediatrician,In-person,0
2023,Lorca,65-69,Pediatrician,Remote,0
2023,Lorca,70-74,GP,Home,58
2023,Lorca,70-74,GP,Home,79
2023,Lorca,70-74,GP,In-person,22737
2023,Lorca,70-74,GP,In-person,30619
2023,Lorca,70-74,GP,Remote,3058
2023,Lorca,70-74,GP,Remote,4513
2023,Lorca,70-74,Nurse,Home,1118
2023,Lorca,70-74,Nurse,Home,1679
2023,Lorca,70-74,Nurse,In-person,17568
2023,Lorca,70-74,Nurse,In-person,16482
2023,Lorca,70-74,Nurse,Remote,330
2023,Lorca,70-74,Nurse,Remote,331
2023,Lorca,70-74,Pediatrician,Home,0
2023,Lorca,70-74,Pediatrician,In-person,0
2023,Lorca,70-74,Pediatrician,Remote,0
2023,Lorca,75-79,GP,Home,171
2023,Lorca,75-79,GP,Home,134
2023,Lorca,75-79,GP,In-person,22861
2023,Lorca,75-79,GP,In-person,30748
2023,Lorca,75-79,GP,Remote,3170
2023,Lorca,75-79,GP,Remote,4869
2023,Lorca,75-79,Nurse,Home,2070
2023,Lorca,75-79,Nurse,Home,3047
2023,Lorca,75-79,Nurse,In-person,17857
2023,Lorca,75-79,Nurse,In-person,18673
2023,Lorca,75-79,Nurse,Remote,422
2023,Lorca,75-79,Nurse,Remote,481
2023,Lorca,75-79,Pediatrician,Home,0
2023,Lorca,75-79,Pediatrician,In-person,0
2023,Lorca,75-79,Pediatrician,Remote,0
2023,Lorca,80-84,GP,Home,216
2023,Lorca,80-84,GP,Home,325
2023,Lorca,80-84,GP,In-person,16802
2023,Lorca,80-84,GP,In-person,21836
2023,Lorca,80-84,GP,Remote,2489
2023,Lorca,80-84,GP,Remote,5000
2023,Lorca,80-84,Nurse,Home,2729
2023,Lorca,80-84,Nurse,Home,4184
2023,Lorca,80-84,Nurse,In-person,13176
2023,Lorca,80-84,Nurse,In-person,13795
2023,Lorca,80-84,Nurse,Remote,366
2023,Lorca,80-84,Nurse,Remote,635
2023,Lorca,80-84,Pediatrician,Home,0
2023,Lorca,80-84,Pediatrician,In-person,0
2023,Lorca,80-84,Pediatrician,Remote,0
2023,Lorca,85-89,GP,Home,237
2023,Lorca,85-89,GP,Home,452
2023,Lorca,85-89,GP,In-person,10122
2023,Lorca,85-89,GP,In-person,15141
2023,Lorca,85-89,GP,Remote,2203
2023,Lorca,85-89,GP,Remote,4886
2023,Lorca,85-89,Nurse,Home,3453
2023,Lorca,85-89,Nurse,Home,7178
2023,Lorca,85-89,Nurse,In-person,7143
2023,Lorca,85-89,Nurse,In-person,9159
2023,Lorca,85-89,Nurse,Remote,351
2023,Lorca,85-89,Nurse,Remote,676
2023,Lorca,85-89,Pediatrician,Home,0
2023,Lorca,85-89,Pediatrician,In-person,0
2023,Lorca,85-89,Pediatrician,Remote,0
2023,Lorca,90-94,GP,Home,249
2023,Lorca,90-94,GP,Home,516
2023,Lorca,90-94,GP,In-person,5037
2023,Lorca,90-94,GP,In-person,8394
2023,Lorca,90-94,GP,Remote,1443
2023,Lorca,90-94,GP,Remote,3400
2023,Lorca,90-94,Nurse,Home,2842
2023,Lorca,90-94,Nurse,Home,6549
2023,Lorca,90-94,Nurse,In-person,3356
2023,Lorca,90-94,Nurse,In-person,4008
2023,Lorca,90-94,Nurse,Remote,282
2023,Lorca,90-94,Nurse,Remote,557
2023,Lorca,90-94,Pediatrician,Home,0
2023,Lorca,90-94,Pediatrician,In-person,0
2023,Lorca,90-94,Pediatrician,Remote,0
2023,Lorca,95+,GP,Home,136
2023,Lorca,95+,GP,Home,266
2023,Lorca,95+,GP,In-person,1343
2023,Lorca,95+,GP,In-person,2601
2023,Lorca,95+,GP,Remote,514
2023,Lorca,95+,GP,Remote,1163
2023,Lorca,95+,Nurse,Home,1120
2023,Lorca,95+,Nurse,Home,2865
2023,Lorca,95+,Nurse,In-person,693
2023,Lorca,95+,Nurse,In-person,954
2023,Lorca,95+,Nurse,Remote,106
2023,Lorca,95+,Nurse,Remote,269
2023,Lorca,95+,Pediatrician,Home,0
2023,Lorca,95+,Pediatrician,In-person,0
2023,Lorca,95+,Pediatrician,Remote,0
2023,Mar Menor,0-4,GP,Home,0
2023,Mar Menor,0-4,GP,Home,0
2023,Mar Menor,0-4,GP,In-person,2895
2023,Mar Menor,0-4,GP,In-person,2631
2023,Mar Menor,0-4,GP,Remote,313
2023,Mar Menor,0-4,GP,Remote,293
2023,Mar Menor,0-4,Nurse,Home,19
2023,Mar Menor,0-4,Nurse,Home,22
2023,Mar Menor,0-4,Nurse,In-person,9095
2023,Mar Menor,0-4,Nurse,In-person,8451
2023,Mar Menor,0-4,Nurse,Remote,566
2023,Mar Menor,0-4,Nurse,Remote,534
2023,Mar Menor,0-4,Pediatrician,Home,0
2023,Mar Menor,0-4,Pediatrician,Home,1
2023,Mar Menor,0-4,Pediatrician,In-person,18135
2023,Mar Menor,0-4,Pediatrician,In-person,15619
2023,Mar Menor,0-4,Pediatrician,Remote,3682
2023,Mar Menor,0-4,Pediatrician,Remote,3373
2023,Mar Menor,10-14,GP,Home,0
2023,Mar Menor,10-14,GP,Home,1
2023,Mar Menor,10-14,GP,In-person,2823
2023,Mar Menor,10-14,GP,In-person,2560
2023,Mar Menor,10-14,GP,Remote,409
2023,Mar Menor,10-14,GP,Remote,401
2023,Mar Menor,10-14,Nurse,Home,130
2023,Mar Menor,10-14,Nurse,Home,103
2023,Mar Menor,10-14,Nurse,In-person,6304
2023,Mar Menor,10-14,Nurse,In-person,5643
2023,Mar Menor,10-14,Nurse,Remote,373
2023,Mar Menor,10-14,Nurse,Remote,342
2023,Mar Menor,10-14,Pediatrician,Home,0
2023,Mar Menor,10-14,Pediatrician,Home,0
2023,Mar Menor,10-14,Pediatrician,In-person,8164
2023,Mar Menor,10-14,Pediatrician,In-person,7595
2023,Mar Menor,10-14,Pediatrician,Remote,1918
2023,Mar Menor,10-14,Pediatrician,Remote,1957
2023,Mar Menor,15-19,GP,Home,1
2023,Mar Menor,15-19,GP,Home,0
2023,Mar Menor,15-19,GP,In-person,9031
2023,Mar Menor,15-19,GP,In-person,11176
2023,Mar Menor,15-19,GP,Remote,1600
2023,Mar Menor,15-19,GP,Remote,2611
2023,Mar Menor,15-19,Nurse,Home,12
2023,Mar Menor,15-19,Nurse,Home,4
2023,Mar Menor,15-19,Nurse,In-person,3188
2023,Mar Menor,15-19,Nurse,In-person,3355
2023,Mar Menor,15-19,Nurse,Remote,116
2023,Mar Menor,15-19,Nurse,Remote,126
2023,Mar Menor,15-19,Pediatrician,Home,0
2023,Mar Menor,15-19,Pediatrician,In-person,0
2023,Mar Menor,15-19,Pediatrician,Remote,0
2023,Mar Menor,20-24,GP,Home,0
2023,Mar Menor,20-24,GP,Home,0
2023,Mar Menor,20-24,GP,In-person,8948
2023,Mar Menor,20-24,GP,In-person,12248
2023,Mar Menor,20-24,GP,Remote,1830
2023,Mar Menor,20-24,GP,Remote,4826
2023,Mar Menor,20-24,Nurse,Home,23
2023,Mar Menor,20-24,Nurse,Home,62
2023,Mar Menor,20-24,Nurse,In-person,2467
2023,Mar Menor,20-24,Nurse,In-person,2974
2023,Mar Menor,20-24,Nurse,Remote,76
2023,Mar Menor,20-24,Nurse,Remote,136
2023,Mar Menor,20-24,Pediatrician,Home,0
2023,Mar Menor,20-24,Pediatrician,In-person,0
2023,Mar Menor,20-24,Pediatrician,Remote,0
2023,Mar Menor,25-29,GP,Home,0
2023,Mar Menor,25-29,GP,Home,0
2023,Mar Menor,25-29,GP,In-person,7927
2023,Mar Menor,25-29,GP,In-person,13818
2023,Mar Menor,25-29,GP,Remote,1952
2023,Mar Menor,25-29,GP,Remote,5868
2023,Mar Menor,25-29,Nurse,Home,38
2023,Mar Menor,25-29,Nurse,Home,20
2023,Mar Menor,25-29,Nurse,In-person,1967
2023,Mar Menor,25-29,Nurse,In-person,3343
2023,Mar Menor,25-29,Nurse,Remote,73
2023,Mar Menor,25-29,Nurse,Remote,161
2023,Mar Menor,25-29,Pediatrician,Home,0
2023,Mar Menor,25-29,Pediatrician,In-person,0
2023,Mar Menor,25-29,Pediatrician,Remote,0
2023,Mar Menor,30-34,GP,Home,1
2023,Mar Menor,30-34,GP,Home,1
2023,Mar Menor,30-34,GP,In-person,8655
2023,Mar Menor,30-34,GP,In-person,16961
2023,Mar Menor,30-34,GP,Remote,2413
2023,Mar Menor,30-34,GP,Remote,7186
2023,Mar Menor,30-34,Nurse,Home,100
2023,Mar Menor,30-34,Nurse,Home,10
2023,Mar Menor,30-34,Nurse,In-person,2174
2023,Mar Menor,30-34,Nurse,In-person,4396
2023,Mar Menor,30-34,Nurse,Remote,125
2023,Mar Menor,30-34,Nurse,Remote,197
2023,Mar Menor,30-34,Pediatrician,Home,0
2023,Mar Menor,30-34,Pediatrician,In-person,0
2023,Mar Menor,30-34,Pediatrician,Remote,0
2023,Mar Menor,35-39,GP,Home,0
2023,Mar Menor,35-39,GP,Home,0
2023,Mar Menor,35-39,GP,In-person,10427
2023,Mar Menor,35-39,GP,In-person,19402
2023,Mar Menor,35-39,GP,Remote,3047
2023,Mar Menor,35-39,GP,Remote,7542
2023,Mar Menor,35-39,Nurse,Home,20
2023,Mar Menor,35-39,Nurse,Home,21
2023,Mar Menor,35-39,Nurse,In-person,2910
2023,Mar Menor,35-39,Nurse,In-person,5479
2023,Mar Menor,35-39,Nurse,Remote,140
2023,Mar Menor,35-39,Nurse,Remote,219
2023,Mar Menor,35-39,Pediatrician,Home,0
2023,Mar Menor,35-39,Pediatrician,In-person,0
2023,Mar Menor,35-39,Pediatrician,Remote,0
2023,Mar Menor,40-44,GP,Home,2
2023,Mar Menor,40-44,GP,Home,10
2023,Mar Menor,40-44,GP,In-person,14859
2023,Mar Menor,40-44,GP,In-person,24030
2023,Mar Menor,40-44,GP,Remote,4358
2023,Mar Menor,40-44,GP,Remote,8384
2023,Mar Menor,40-44,Nurse,Home,54
2023,Mar Menor,40-44,Nurse,Home,54
2023,Mar Menor,40-44,Nurse,In-person,4395
2023,Mar Menor,40-44,Nurse,In-person,6409
2023,Mar Menor,40-44,Nurse,Remote,149
2023,Mar Menor,40-44,Nurse,Remote,239
2023,Mar Menor,40-44,Pediatrician,Home,0
2023,Mar Menor,40-44,Pediatrician,In-person,0
2023,Mar Menor,40-44,Pediatrician,Remote,0
2023,Mar Menor,45-49,GP,Home,4
2023,Mar Menor,45-49,GP,Home,1
2023,Mar Menor,45-49,GP,In-person,18052
2023,Mar Menor,45-49,GP,In-person,25411
2023,Mar Menor,45-49,GP,Remote,4973
2023,Mar Menor,45-49,GP,Remote,7865
2023,Mar Menor,45-49,Nurse,Home,51
2023,Mar Menor,45-49,Nurse,Home,30
2023,Mar Menor,45-49,Nurse,In-person,5316
2023,Mar Menor,45-49,Nurse,In-person,6746
2023,Mar Menor,45-49,Nurse,Remote,157
2023,Mar Menor,45-49,Nurse,Remote,232
2023,Mar Menor,45-49,Pediatrician,Home,0
2023,Mar Menor,45-49,Pediatrician,In-person,0
2023,Mar Menor,45-49,Pediatrician,Remote,0
2023,Mar Menor,5-9,GP,Home,0
2023,Mar Menor,5-9,GP,Home,0
2023,Mar Menor,5-9,GP,In-person,1936
2023,Mar Menor,5-9,GP,In-person,1797
2023,Mar Menor,5-9,GP,Remote,215
2023,Mar Menor,5-9,GP,Remote,232
2023,Mar Menor,5-9,Nurse,Home,42
2023,Mar Menor,5-9,Nurse,Home,41
2023,Mar Menor,5-9,Nurse,In-person,4211
2023,Mar Menor,5-9,Nurse,In-person,3722
2023,Mar Menor,5-9,Nurse,Remote,209
2023,Mar Menor,5-9,Nurse,Remote,186
2023,Mar Menor,5-9,Pediatrician,Home,0
2023,Mar Menor,5-9,Pediatrician,Home,0
2023,Mar Menor,5-9,Pediatrician,In-person,11492
2023,Mar Menor,5-9,Pediatrician,In-person,10172
2023,Mar Menor,5-9,Pediatrician,Remote,2849
2023,Mar Menor,5-9,Pediatrician,Remote,2597
2023,Mar Menor,50-54,GP,Home,2
2023,Mar Menor,50-54,GP,Home,1
2023,Mar Menor,50-54,GP,In-person,17824
2023,Mar Menor,50-54,GP,In-person,25844
2023,Mar Menor,50-54,GP,Remote,4619
2023,Mar Menor,50-54,GP,Remote,7098
2023,Mar Menor,50-54,Nurse,Home,56
2023,Mar Menor,50-54,Nurse,Home,63
2023,Mar Menor,50-54,Nurse,In-person,5582
2023,Mar Menor,50-54,Nurse,In-person,7385
2023,Mar Menor,50-54,Nurse,Remote,187
2023,Mar Menor,50-54,Nurse,Remote,237
2023,Mar Menor,50-54,Pediatrician,Home,0
2023,Mar Menor,50-54,Pediatrician,In-person,0
2023,Mar Menor,50-54,Pediatrician,Remote,0
2023,Mar Menor,55-59,GP,Home,8
2023,Mar Menor,55-59,GP,Home,4
2023,Mar Menor,55-59,GP,In-person,17719
2023,Mar Menor,55-59,GP,In-person,24429
2023,Mar Menor,55-59,GP,Remote,4206
2023,Mar Menor,55-59,GP,Remote,6474
2023,Mar Menor,55-59,Nurse,Home,103
2023,Mar Menor,55-59,Nurse,Home,126
2023,Mar Menor,55-59,Nurse,In-person,7284
2023,Mar Menor,55-59,Nurse,In-person,7659
2023,Mar Menor,55-59,Nurse,Remote,217
2023,Mar Menor,55-59,Nurse,Remote,236
2023,Mar Menor,55-59,Pediatrician,Home,0
2023,Mar Menor,55-59,Pediatrician,In-person,0
2023,Mar Menor,55-59,Pediatrician,Remote,0
2023,Mar Menor,60-64,GP,Home,13
2023,Mar Menor,60-64,GP,Home,7
2023,Mar Menor,60-64,GP,In-person,17458
2023,Mar Menor,60-64,GP,In-person,21548
2023,Mar Menor,60-64,GP,Remote,3529
2023,Mar Menor,60-64,GP,Remote,4730
2023,Mar Menor,60-64,Nurse,Home,142
2023,Mar Menor,60-64,Nurse,Home,190
2023,Mar Menor,60-64,Nurse,In-person,8004
2023,Mar Menor,60-64,Nurse,In-person,7501
2023,Mar Menor,60-64,Nurse,Remote,207
2023,Mar Menor,60-64,Nurse,Remote,246
2023,Mar Menor,60-64,Pediatrician,Home,0
2023,Mar Menor,60-64,Pediatrician,In-person,0
2023,Mar Menor,60-64,Pediatrician,Remote,0
2023,Mar Menor,65-69,GP,Home,7
2023,Mar Menor,65-69,GP,Home,17
2023,Mar Menor,65-69,GP,In-person,14804
2023,Mar Menor,65-69,GP,In-person,18088
2023,Mar Menor,65-69,GP,Remote,2650
2023,Mar Menor,65-69,GP,Remote,3333
2023,Mar Menor,65-69,Nurse,Home,331
2023,Mar Menor,65-69,Nurse,Home,162
2023,Mar Menor,65-69,Nurse,In-person,8794
2023,Mar Menor,65-69,Nurse,In-person,8192
2023,Mar Menor,65-69,Nurse,Remote,292
2023,Mar Menor,65-69,Nurse,Remote,296
2023,Mar Menor,65-69,Pediatrician,Home,0
2023,Mar Menor,65-69,Pediatrician,In-person,0
2023,Mar Menor,65-69,Pediatrician,Remote,0
2023,Mar Menor,70-74,GP,Home,8
2023,Mar Menor,70-74,GP,Home,8
2023,Mar Menor,70-74,GP,In-person,12634
2023,Mar Menor,70-74,GP,In-person,15453
2023,Mar Menor,70-74,GP,Remote,2056
2023,Mar Menor,70-74,GP,Remote,2651
2023,Mar Menor,70-74,Nurse,Home,233
2023,Mar Menor,70-74,Nurse,Home,252
2023,Mar Menor,70-74,Nurse,In-person,8532
2023,Mar Menor,70-74,Nurse,In-person,8073
2023,Mar Menor,70-74,Nurse,Remote,205
2023,Mar Menor,70-74,Nurse,Remote,209
2023,Mar Menor,70-74,Pediatrician,Home,0
2023,Mar Menor,70-74,Pediatrician,In-person,0
2023,Mar Menor,70-74,Pediatrician,Remote,0
2023,Mar Menor,75-79,GP,Home,28
2023,Mar Menor,75-79,GP,Home,35
2023,Mar Menor,75-79,GP,In-person,11901
2023,Mar Menor,75-79,GP,In-person,15691
2023,Mar Menor,75-79,GP,Remote,1812
2023,Mar Menor,75-79,GP,Remote,2867
2023,Mar Menor,75-79,Nurse,Home,781
2023,Mar Menor,75-79,Nurse,Home,863
2023,Mar Menor,75-79,Nurse,In-person,9006
2023,Mar Menor,75-79,Nurse,In-person,9687
2023,Mar Menor,75-79,Nurse,Remote,228
2023,Mar Menor,75-79,Nurse,Remote,277
2023,Mar Menor,75-79,Pediatrician,Home,0
2023,Mar Menor,75-79,Pediatrician,In-person,0
2023,Mar Menor,75-79,Pediatrician,Remote,0
2023,Mar Menor,80-84,GP,Home,52
2023,Mar Menor,80-84,GP,Home,99
2023,Mar Menor,80-84,GP,In-person,9234
2023,Mar Menor,80-84,GP,In-person,11817
2023,Mar Menor,80-84,GP,Remote,1352
2023,Mar Menor,80-84,GP,Remote,2818
2023,Mar Menor,80-84,Nurse,Home,707
2023,Mar Menor,80-84,Nurse,Home,1513
2023,Mar Menor,80-84,Nurse,In-person,7046
2023,Mar Menor,80-84,Nurse,In-person,6828
2023,Mar Menor,80-84,Nurse,Remote,194
2023,Mar Menor,80-84,Nurse,Remote,286
2023,Mar Menor,80-84,Pediatrician,Home,0
2023,Mar Menor,80-84,Pediatrician,In-person,0
2023,Mar Menor,80-84,Pediatrician,Remote,0
2023,Mar Menor,85-89,GP,Home,87
2023,Mar Menor,85-89,GP,Home,138
2023,Mar Menor,85-89,GP,In-person,5504
2023,Mar Menor,85-89,GP,In-person,7994
2023,Mar Menor,85-89,GP,Remote,1377
2023,Mar Menor,85-89,GP,Remote,2842
2023,Mar Menor,85-89,Nurse,Home,910
2023,Mar Menor,85-89,Nurse,Home,1684
2023,Mar Menor,85-89,Nurse,In-person,4360
2023,Mar Menor,85-89,Nurse,In-person,4734
2023,Mar Menor,85-89,Nurse,Remote,222
2023,Mar Menor,85-89,Nurse,Remote,323
2023,Mar Menor,85-89,Pediatrician,Home,0
2023,Mar Menor,85-89,Pediatrician,In-person,0
2023,Mar Menor,85-89,Pediatrician,Remote,0
2023,Mar Menor,90-94,GP,Home,73
2023,Mar Menor,90-94,GP,Home,177
2023,Mar Menor,90-94,GP,In-person,2597
2023,Mar Menor,90-94,GP,In-person,4164
2023,Mar Menor,90-94,GP,Remote,849
2023,Mar Menor,90-94,GP,Remote,1876
2023,Mar Menor,90-94,Nurse,Home,884
2023,Mar Menor,90-94,Nurse,Home,1902
2023,Mar Menor,90-94,Nurse,In-person,1724
2023,Mar Menor,90-94,Nurse,In-person,2248
2023,Mar Menor,90-94,Nurse,Remote,111
2023,Mar Menor,90-94,Nurse,Remote,335
2023,Mar Menor,90-94,Pediatrician,Home,0
2023,Mar Menor,90-94,Pediatrician,In-person,0
2023,Mar Menor,90-94,Pediatrician,Remote,0
2023,Mar Menor,95+,GP,Home,25
2023,Mar Menor,95+,GP,Home,92
2023,Mar Menor,95+,GP,In-person,645
2023,Mar Menor,95+,GP,In-person,1288
2023,Mar Menor,95+,GP,Remote,288
2023,Mar Menor,95+,GP,Remote,626
2023,Mar Menor,95+,Nurse,Home,383
2023,Mar Menor,95+,Nurse,Home,1020
2023,Mar Menor,95+,Nurse,In-person,499
2023,Mar Menor,95+,Nurse,In-person,785
2023,Mar Menor,95+,Nurse,Remote,72
2023,Mar Menor,95+,Nurse,Remote,146
2023,Mar Menor,95+,Pediatrician,Home,0
2023,Mar Menor,95+,Pediatrician,In-person,0
2023,Mar Menor,95+,Pediatrician,Remote,0
2023,Murcia Este,0-4,GP,Home,1
2023,Murcia Este,0-4,GP,Home,0
2023,Murcia Este,0-4,GP,In-person,109
2023,Murcia Este,0-4,GP,In-person,83
2023,Murcia Este,0-4,GP,Remote,3
2023,Murcia Este,0-4,GP,Remote,3
2023,Murcia Este,0-4,Nurse,Home,250
2023,Murcia Este,0-4,Nurse,Home,236
2023,Murcia Este,0-4,Nurse,In-person,12487
2023,Murcia Este,0-4,Nurse,In-person,11506
2023,Murcia Este,0-4,Nurse,Remote,977
2023,Murcia Este,0-4,Nurse,Remote,898
2023,Murcia Este,0-4,Pediatrician,Home,2
2023,Murcia Este,0-4,Pediatrician,Home,1
2023,Murcia Este,0-4,Pediatrician,In-person,35170
2023,Murcia Este,0-4,Pediatrician,In-person,31060
2023,Murcia Este,0-4,Pediatrician,Remote,6215
2023,Murcia Este,0-4,Pediatrician,Remote,5628
2023,Murcia Este,10-14,GP,Home,0
2023,Murcia Este,10-14,GP,Home,0
2023,Murcia Este,10-14,GP,In-person,2498
2023,Murcia Este,10-14,GP,In-person,2407
2023,Murcia Este,10-14,GP,Remote,444
2023,Murcia Este,10-14,GP,Remote,515
2023,Murcia Este,10-14,Nurse,Home,449
2023,Murcia Este,10-14,Nurse,Home,434
2023,Murcia Este,10-14,Nurse,In-person,8578
2023,Murcia Este,10-14,Nurse,In-person,7133
2023,Murcia Este,10-14,Nurse,Remote,657
2023,Murcia Este,10-14,Nurse,Remote,594
2023,Murcia Este,10-14,Pediatrician,Home,0
2023,Murcia Este,10-14,Pediatrician,Home,5
2023,Murcia Este,10-14,Pediatrician,In-person,15293
2023,Murcia Este,10-14,Pediatrician,In-person,14550
2023,Murcia Este,10-14,Pediatrician,Remote,3892
2023,Murcia Este,10-14,Pediatrician,Remote,4062
2023,Murcia Este,15-19,GP,Home,3
2023,Murcia Este,15-19,GP,Home,4
2023,Murcia Este,15-19,GP,In-person,13783
2023,Murcia Este,15-19,GP,In-person,17943
2023,Murcia Este,15-19,GP,Remote,2726
2023,Murcia Este,15-19,GP,Remote,4302
2023,Murcia Este,15-19,Nurse,Home,31
2023,Murcia Este,15-19,Nurse,Home,51
2023,Murcia Este,15-19,Nurse,In-person,4975
2023,Murcia Este,15-19,Nurse,In-person,4519
2023,Murcia Este,15-19,Nurse,Remote,157
2023,Murcia Este,15-19,Nurse,Remote,162
2023,Murcia Este,15-19,Pediatrician,Home,0
2023,Murcia Este,15-19,Pediatrician,In-person,0
2023,Murcia Este,15-19,Pediatrician,Remote,0
2023,Murcia Este,20-24,GP,Home,7
2023,Murcia Este,20-24,GP,Home,10
2023,Murcia Este,20-24,GP,In-person,13592
2023,Murcia Este,20-24,GP,In-person,20115
2023,Murcia Este,20-24,GP,Remote,2872
2023,Murcia Este,20-24,GP,Remote,7515
2023,Murcia Este,20-24,Nurse,Home,37
2023,Murcia Este,20-24,Nurse,Home,29
2023,Murcia Este,20-24,Nurse,In-person,4598
2023,Murcia Este,20-24,Nurse,In-person,3996
2023,Murcia Este,20-24,Nurse,Remote,151
2023,Murcia Este,20-24,Nurse,Remote,165
2023,Murcia Este,20-24,Pediatrician,Home,0
2023,Murcia Este,20-24,Pediatrician,In-person,0
2023,Murcia Este,20-24,Pediatrician,Remote,0
2023,Murcia Este,25-29,GP,Home,4
2023,Murcia Este,25-29,GP,Home,6
2023,Murcia Este,25-29,GP,In-person,13724
2023,Murcia Este,25-29,GP,In-person,21176
2023,Murcia Este,25-29,GP,Remote,3606
2023,Murcia Este,25-29,GP,Remote,9802
2023,Murcia Este,25-29,Nurse,Home,37
2023,Murcia Este,25-29,Nurse,Home,7
2023,Murcia Este,25-29,Nurse,In-person,3421
2023,Murcia Este,25-29,Nurse,In-person,3856
2023,Murcia Este,25-29,Nurse,Remote,135
2023,Murcia Este,25-29,Nurse,Remote,176
2023,Murcia Este,25-29,Pediatrician,Home,0
2023,Murcia Este,25-29,Pediatrician,In-person,0
2023,Murcia Este,25-29,Pediatrician,Remote,0
2023,Murcia Este,30-34,GP,Home,7
2023,Murcia Este,30-34,GP,Home,10
2023,Murcia Este,30-34,GP,In-person,14547
2023,Murcia Este,30-34,GP,In-person,26364
2023,Murcia Este,30-34,GP,Remote,4508
2023,Murcia Este,30-34,GP,Remote,12420
2023,Murcia Este,30-34,Nurse,Home,33
2023,Murcia Este,30-34,Nurse,Home,21
2023,Murcia Este,30-34,Nurse,In-person,3639
2023,Murcia Este,30-34,Nurse,In-person,4991
2023,Murcia Este,30-34,Nurse,Remote,133
2023,Murcia Este,30-34,Nurse,Remote,232
2023,Murcia Este,30-34,Pediatrician,Home,0
2023,Murcia Este,30-34,Pediatrician,In-person,0
2023,Murcia Este,30-34,Pediatrician,Remote,0
2023,Murcia Este,35-39,GP,Home,5
2023,Murcia Este,35-39,GP,Home,11
2023,Murcia Este,35-39,GP,In-person,15779
2023,Murcia Este,35-39,GP,In-person,29741
2023,Murcia Este,35-39,GP,Remote,5143
2023,Murcia Este,35-39,GP,Remote,12945
2023,Murcia Este,35-39,Nurse,Home,27
2023,Murcia Este,35-39,Nurse,Home,22
2023,Murcia Este,35-39,Nurse,In-person,4144
2023,Murcia Este,35-39,Nurse,In-person,5824
2023,Murcia Este,35-39,Nurse,Remote,139
2023,Murcia Este,35-39,Nurse,Remote,237
2023,Murcia Este,35-39,Pediatrician,Home,0
2023,Murcia Este,35-39,Pediatrician,In-person,0
2023,Murcia Este,35-39,Pediatrician,Remote,0
2023,Murcia Este,40-44,GP,Home,12
2023,Murcia Este,40-44,GP,Home,16
2023,Murcia Este,40-44,GP,In-person,21940
2023,Murcia Este,40-44,GP,In-person,35509
2023,Murcia Este,40-44,GP,Remote,6997
2023,Murcia Este,40-44,GP,Remote,13912
2023,Murcia Este,40-44,Nurse,Home,180
2023,Murcia Este,40-44,Nurse,Home,114
2023,Murcia Este,40-44,Nurse,In-person,5858
2023,Murcia Este,40-44,Nurse,In-person,7945
2023,Murcia Este,40-44,Nurse,Remote,235
2023,Murcia Este,40-44,Nurse,Remote,278
2023,Murcia Este,40-44,Pediatrician,Home,0
2023,Murcia Este,40-44,Pediatrician,In-person,0
2023,Murcia Este,40-44,Pediatrician,Remote,0
2023,Murcia Este,45-49,GP,Home,20
2023,Murcia Este,45-49,GP,Home,23
2023,Murcia Este,45-49,GP,In-person,25443
2023,Murcia Este,45-49,GP,In-person,40466
2023,Murcia Este,45-49,GP,Remote,8074
2023,Murcia Este,45-49,GP,Remote,14342
